product_id,product_name,product_name_original,brand,category,subcategory,sku,price,price_unit,dosage_form,ingredients,specification,is_active,source_database,ai_extracted_product,has_ai_match,ai_match_confidence,total_quantity_purchased,purchase_frequency,avg_quantity_per_purchase,avg_purchase_price,min_purchase_price,max_purchase_price,pharmacies,first_purchase_date,last_purchase_date,promotion_programs,promotion_categories,promotion_count,has_purchase_data,has_promotion_data,data_completeness_score
LC_00029661,MORNINGKIDS MULTIVITAMIN 150ML,MORNINGKIDS MULTIVITAMIN 150ML,Morningkids,Thực phẩm chức năng,Vitamin & Khoáng chất,00029661,275000.0,Chai,Siro,"Hạt Methi 30mg, Vitamin B3 15.3mg, Canxi 25mg, Magie 9mg, Vitamin E 11mg, Vitamin B5 3.7mg, Vitamin B6 1.3mg, Vitamin B1 1.18mg, Vitamin B2 1.4mg, Sắt 2mg, Vitamin B8 100Mcg, Vitamin A 50Mcg, Vitamin B12 14Mcg, Vitamin D 2Mcg, Kẽm 5mg, Vitamin B9 , Vitamin C ",Chai x 150ml,True,Long Chau,Multivitamin,True,1.0,1327,11,120.64,219462.55,35047,488203,"Nhà thuốc An Khang, Nhà thuốc Tâm Đức, Nhà thuốc Minh Châu, Nhà thuốc Phúc An, Nhà thuốc Gia Hân, Nhà thuốc Hoa Sen",04/05/2025,27/04/2025,"Chiết khấu theo bậc: >50 hộp 5%, >100 hộp",Khác,1,True,True,1.0
LC_00045382,VIÊN UỐNG HỖ TRỢ LÀM ĐẸP VÀ GIẢM LÃO HÓA DA OMEXXEL COLLAGEN 3X10,VIÊN UỐNG HỖ TRỢ LÀM ĐẸP VÀ GIẢM LÃO HÓA DA OMEXXEL COLLAGEN 3X10,OMEXXEL,Thực phẩm chức năng,Hỗ trợ làm đẹp,00045382,380000.0,Hộp,Viên nang mềm,"Collagen 1000mg, DẦU CÁ BIỂN 1000mg",Hộp 3 Vỉ x 10 Viên,True,Long Chau,Collagen,True,1.0,1635,16,102.19,240264.94,47059,491883,"Nhà thuốc Gia Hân, Nhà thuốc Tâm Đức, Nhà thuốc Trung Sơn, Nhà thuốc An Khang, Nhà thuốc Phúc An, Nhà thuốc Long Châu, Nhà thuốc Minh Châu, Nhà thuốc Hoa Sen",03/05/2025,26/03/2025,Mua 10 tặng 2 + đào tạo kiến thức sản phẩm; Cứ 7 tặng 1 cùng loại (14%) hoặc tích điểm,Khác,2,True,True,1.0
LC_00040296,VIÊN UỐNG BỔ SUNG DHA CHO PHỤ NỮ MANG THAI PROMUM DHA ALG 3X10,VIÊN UỐNG BỔ SUNG DHA CHO PHỤ NỮ MANG THAI PROMUM DHA ALG 3X10,proMUM,Thực phẩm chức năng,Vitamin & Khoáng chất,00040296,499000.0,Hộp,Viên nang mềm,"Dầu tảo Schizochytrium sp 1000mg, Vitamin E 6mg",Hộp 3 Vỉ x 10 Viên,True,Long Chau,DHA,True,1.0,571,6,95.17,260824.17,130615,482228,"Nhà thuốc Tâm Đức, Nhà thuốc Phúc An, Nhà thuốc Long Châu, Nhà thuốc An Khang",07/09/2025,21/08/2025,"Cứ 2 hộp tặng 5 hộp DHA 1 vỉ (26.3%), tối đa",Khác,1,True,True,1.0
LC_00345339,COLLAGEN WITH VITAMIN C NATURES BOUNTY 90V,COLLAGEN WITH VITAMIN C NATURES BOUNTY 90V,Nature's Bounty,Thực phẩm chức năng,Hỗ trợ làm đẹp,00345339,550000.0,Hộp,Viên nén,"Collagen 1000mg, Vitamin C 10mg, Sodium 6.25mg, L-ornithine hydrochloride 15mg",Hộp 90 Viên,True,Long Chau,Collagen,True,1.0,1635,16,102.19,240264.94,47059,491883,"Nhà thuốc Gia Hân, Nhà thuốc Tâm Đức, Nhà thuốc Trung Sơn, Nhà thuốc An Khang, Nhà thuốc Phúc An, Nhà thuốc Long Châu, Nhà thuốc Minh Châu, Nhà thuốc Hoa Sen",03/05/2025,26/03/2025,Mua 10 tặng 2 + đào tạo kiến thức sản phẩm; Cứ 7 tặng 1 cùng loại (14%) hoặc tích điểm,Khác,2,True,True,1.0
LC_00047402,ENTEROGERMINA GUT DEFENSE SANOFI 2X10 ỐNG,ENTEROGERMINA GUT DEFENSE SANOFI 2X10 ỐNG,Sanofi,Thực phẩm chức năng,Hỗ trợ tiêu hóa,00047402,194000.0,Hộp,Hỗn dịch uống,Bacillus clausii 2x10^9cfu,Hộp 2 Vỉ x 10 Ống,True,Long Chau,Enterogermina,True,1.0,416,4,104.0,231011.75,57439,470542,"Nhà thuốc Phúc An, Nhà thuốc An Khang, Nhà thuốc Hoa Sen, Nhà thuốc Minh Châu",05/09/2025,26/01/2025,"Cứ 2 tặng 1 (50%), được cộng hưởng cùng",Khác,1,True,True,1.0
LC_00503050,BOGANIC PREMIUM TRAPHACO 30V,BOGANIC PREMIUM TRAPHACO 30V,Traphaco,Thực phẩm chức năng,Cải thiện tăng cường chức năng,00503050,280000.0,Hộp,Viên nang mềm,"Glutathione 150mg, Cao Boganic GACP 100mg, Silymarin 50mg, Riboflavin 4mg, Selen 20mcg",Hộp 1 Lọ x 30 Viên,True,Long Chau,Boganic,True,1.0,80,2,40.0,290460.0,190272,390648,"Nhà thuốc Minh Châu, Nhà thuốc Hoa Sen",27/07/2025,29/04/2025,Mua 10 tặng 2 + đào tạo kiến thức sản phẩm,Khác,1,True,True,1.0
LC_00020443,XỊT HỌNG THẢO DƯỢC EUGICA 10ML,XỊT HỌNG THẢO DƯỢC EUGICA 10ML,MEGA We care,Thực phẩm chức năng,Hỗ trợ điều trị,00020443,60000.0,Chai,Dung dịch,"Rễ Cam Thảo 30.59mg, Tinh dầu bạc hà 80.2mg, Cúc la mã 134.67mg, Mật ong 200.5mg, Eucalyptol 8.49mg, Keo ong xanh Brazil 3.01mg, Tá dược vừa đủ , Nha đam 1mg",Chai x 10ml,True,Long Chau,Eugica,True,1.0,580,5,116.0,272424.0,60456,418014,"Nhà thuốc Hoa Sen, Nhà thuốc An Khang, Nhà thuốc Long Châu",04/05/2025,21/08/2025,Cứ 3 tặng 1 cùng loại (33%),Khác,1,True,True,1.0
LC_00033661,METHORPHAN TRAPHACO 100ML,METHORPHAN TRAPHACO 100ML,Traphaco,Thực phẩm chức năng,Hỗ trợ điều trị,00033661,46000.0,Hộp,Siro,"Cao lá thường xuân 30mg, Keo Ong 25mg, Marshmallow 25mg",Hộp x 100ml,True,Long Chau,Methorphan,True,1.0,676,6,112.67,134966.67,44702,267579,"Nhà thuốc Gia Hân, Nhà thuốc An Khang, Nhà thuốc Phúc An, Nhà thuốc Hoa Sen",01/08/2025,30/01/2025,Cứ 3 tặng 1 cùng loại (33%),Khác,1,True,True,1.0
LC_00032135,EUGICA COLD FLU MEGA 10 GÓI,EUGICA COLD FLU MEGA 10 GÓI,MEGA We care,Thực phẩm chức năng,Hỗ trợ điều trị,00032135,69000.0,Hộp,Cốm,"Tiêu Lốt 10mg, Tiêu đen 10mg, Thì là 5mg, Tomato (Solanum Lycopersicum) Extract 5mg, Gừng 5mg, Riềng 4mg, Ngò rí 3mg, chiết xuất carum 3mg, Vàng Đắng 3mg, Cang mai 2mg, Cam thảo 2mg",Hộp 10 Gói x 40g,True,Long Chau,Eugica,True,1.0,580,5,116.0,272424.0,60456,418014,"Nhà thuốc Hoa Sen, Nhà thuốc An Khang, Nhà thuốc Long Châu",04/05/2025,21/08/2025,Cứ 3 tặng 1 cùng loại (33%),Khác,1,True,True,1.0
LC_00502571,CANESTEN CREAM 1% BAYER 5G,CANESTEN CREAM 1% BAYER 5G,Bayer,Thuốc,Thuốc da liễu,00502571,22000.0,Hộp,Kem,Clotrimazol 10mg,Hộp x 5g,True,Long Chau,Canesten,True,1.0,796,7,113.71,242871.57,59449,456917,"Nhà thuốc Trung Sơn, Nhà thuốc Tâm Đức, Nhà thuốc Long Châu, Nhà thuốc Gia Hân, Nhà thuốc Hoa Sen",02/02/2025,16/09/2025,Mua 1 hoặc cả 2 loại: Mức 1: Cứ 3 tặng 1,Khác,1,True,True,1.0
LC_00032865,PARACETAMOL STADA 500MG 10X10,PARACETAMOL STADA 500MG 10X10,Stada,Thuốc,"Thuốc giảm đau, hạ sốt, kháng viêm",00032865,500.0,Viên,Viên nén bao phim,Paracetamol 500mg,Hộp 10 Vỉ x 10 Viên,True,Long Chau,Paracetamol,True,1.0,471,6,78.5,223694.0,56686,422312,"Nhà thuốc Hoa Sen, Nhà thuốc Tâm Đức, Nhà thuốc Long Châu, Nhà thuốc Phúc An",02/05/2025,16/05/2025,"Cứ 2 hộp tặng 5 hộp Paracetamol 1 vỉ; Mua 10 tặng 1 hộp, áp dụng cho đơn hàng từ 2 triệu trở lên","Khác, Thuốc giảm đau - hạ sốt",2,True,True,1.0
LC_00016534,GAVISCON DUAL ACTION 24 GÓI X 10ML,GAVISCON DUAL ACTION 24 GÓI X 10ML,Reckitt Benckiser,Thuốc,Thuốc tiêu hoá & gan mật,00016534,10000.0,Gói,Hỗn dịch uống,"Alginic acid 500mg, Sodium bicarbonate 213mg, Calcium Carbonate 325mg",Hộp 24 Gói x 240ml,True,Long Chau,Gaviscon,True,1.0,1017,9,113.0,264422.44,75917,431963,"Nhà thuốc Hoa Sen, Nhà thuốc Phúc An, Nhà thuốc Tâm Đức, Nhà thuốc Long Châu, Nhà thuốc Gia Hân, Nhà thuốc Trung Sơn",03/08/2025,25/01/2025,Cứ 7 tặng 1 cùng loại (14%) hoặc tích điểm,Khác,1,True,True,1.0
LC_00030246,VIÊN NGẬM STREPSILS MAXPRO 2X8,VIÊN NGẬM STREPSILS MAXPRO 2X8,Reckitt Benckiser,Thuốc,Thuốc hô hấp,00030246,44000.0,Hộp,Viên ngậm,Flurbiprofen 8.75mg,Hộp 2 Vỉ x 8 Viên,True,Long Chau,Strepsils,True,1.0,1064,10,106.4,286963.1,23201,477556,"Nhà thuốc Hoa Sen, Nhà thuốc Gia Hân, Nhà thuốc Long Châu, Nhà thuốc An Khang, Nhà thuốc Phúc An",06/02/2025,29/08/2025,"Cứ 20 lốc thưởng 5% bằng điểm, thêm",Khác,1,True,True,1.0
LC_00014017,VIÊN NGẬM STREPSILS THROAT AND COUGH 2X12,VIÊN NGẬM STREPSILS THROAT AND COUGH 2X12,Reckitt Benckiser,Thuốc,Thuốc hô hấp,00014017,55000.0,Hộp,Viên nén ngậm,Ambroxol 15mg,Hộp 2 Vỉ x 12 Viên,True,Long Chau,Strepsils,True,1.0,1064,10,106.4,286963.1,23201,477556,"Nhà thuốc Hoa Sen, Nhà thuốc Gia Hân, Nhà thuốc Long Châu, Nhà thuốc An Khang, Nhà thuốc Phúc An",06/02/2025,29/08/2025,"Cứ 20 lốc thưởng 5% bằng điểm, thêm",Khác,1,True,True,1.0
LC_00040386,SMECTA ORANGE & VANILLA IPSEN 10 GÓI,SMECTA ORANGE & VANILLA IPSEN 10 GÓI,Ipsen,Thuốc,Thuốc tiêu hoá & gan mật,00040386,50000.0,Hộp,Bột pha hỗn dịch uống,Diosmectite 3g,Hộp 10 Gói,True,Long Chau,Smecta,True,1.0,261,4,65.25,377001.75,316709,468432,"Nhà thuốc Long Châu, Nhà thuốc Trung Sơn, Nhà thuốc Tâm Đức",05/02/2025,29/05/2025,Cứ 3 tặng 1 cùng loại (33%),Khác,1,True,True,1.0
LC_00010253,EUGICA XANH DHG 10X10,EUGICA XANH DHG 10X10,MEGA We care,Thuốc,Thuốc hô hấp,00010253,730.0,Viên,Viên nang mềm,"Eucalyptol 100mg, Tinh dầu tần 0.18mg, Tinh dầu gừng 0.5mg, Menthol natural 0.5mg",Hộp 10 Vỉ x 10 Viên,True,Long Chau,Eugica,True,1.0,580,5,116.0,272424.0,60456,418014,"Nhà thuốc Hoa Sen, Nhà thuốc An Khang, Nhà thuốc Long Châu",04/05/2025,21/08/2025,Cứ 3 tặng 1 cùng loại (33%),Khác,1,True,True,1.0
LC_00001374,BOGANIC FORTE TRAPHACO 5X10,BOGANIC FORTE TRAPHACO 5X10,Traphaco,Thuốc,Thuốc tiêu hoá & gan mật,00001374,115000.0,Hộp,Viên nang mềm,"Bìm Bìm 13.6mg, Rau đắng đất 128mg, Cao khô actiso 170mg",Hộp 5 vỉ x 10 viên,True,Long Chau,Boganic,True,1.0,80,2,40.0,290460.0,190272,390648,"Nhà thuốc Minh Châu, Nhà thuốc Hoa Sen",27/07/2025,29/04/2025,Mua 10 tặng 2 + đào tạo kiến thức sản phẩm,Khác,1,True,True,1.0
LC_00010601,VIÊN NGẬM STREPSILS SOOTHING HONEY AND LEMON 2X12,VIÊN NGẬM STREPSILS SOOTHING HONEY AND LEMON 2X12,Reckitt Benckiser,Thuốc,Thuốc hô hấp,00010601,37500.0,Hộp,Viên ngậm,"Dichlorobenzyl alcohol 1.2mg, Amylmetacresol 0.6mg",Hộp 2 Vỉ x 12 Viên,True,Long Chau,Strepsils,True,1.0,1064,10,106.4,286963.1,23201,477556,"Nhà thuốc Hoa Sen, Nhà thuốc Gia Hân, Nhà thuốc Long Châu, Nhà thuốc An Khang, Nhà thuốc Phúc An",06/02/2025,29/08/2025,"Cứ 20 lốc thưởng 5% bằng điểm, thêm",Khác,1,True,True,1.0
LC_00009723,BEROCCA BAYER 10V,BEROCCA BAYER 10V,Bayer,Thuốc,Thuốc bổ & vitamin,00009723,7500.0,Viên,Viên sủi,"Vitamin B1 15mg, Vitamin B2 15mg, Vitamin B6 10mg, Vitamin B12 0.01mg, Vitamin B3 50mg, Vitamin B5 23mg, Magnesia 100mg, Vitamin C 500mg, Calcium 100mg, Vitamin B8 0.15mg, Kẽm 10mg",Tuýp 10 Viên,True,Long Chau,Berocca,True,1.0,997,10,99.7,300939.3,41092,434545,"Nhà thuốc Hoa Sen, Nhà thuốc An Khang, Nhà thuốc Minh Châu, Nhà thuốc Tâm Đức, Nhà thuốc Trung Sơn",01/02/2025,22/01/2025,Cứ 5 hộp tặng 2 hộp 2 vỉ (8.3%) hoặc cứ 10,Khác,1,True,True,1.0
LC_00008182,YUMANGEL 1G 20 GÓI,YUMANGEL 1G 20 GÓI,Yuhan,Thuốc,Thuốc tiêu hoá & gan mật,00008182,5000.0,Gói,Hỗn dịch,Almagate 1g,Hộp 20 Gói x 15ml,True,Long Chau,Yumangel,True,1.0,270,2,135.0,341426.5,211182,471671,"Nhà thuốc An Khang, Nhà thuốc Gia Hân",22/01/2025,23/03/2025,"Tích điểm 5% + hỗ trợ POSM (poster,",Khác,1,True,True,1.0
LC_00006780,SMECTA ORANGE 3G IPSEN 30 GÓI,SMECTA ORANGE 3G IPSEN 30 GÓI,Ipsen,Thuốc,Thuốc tiêu hoá & gan mật,00006780,4667.0,Gói,Bột pha hỗn dịch uống,Diosmectite 3g,Hộp 30 Gói x 3g,True,Long Chau,Smecta,True,1.0,261,4,65.25,377001.75,316709,468432,"Nhà thuốc Long Châu, Nhà thuốc Trung Sơn, Nhà thuốc Tâm Đức",05/02/2025,29/05/2025,Cứ 3 tặng 1 cùng loại (33%),Khác,1,True,True,1.0
LC_00006137,PROSPAN ENGELHARD 100ML,PROSPAN ENGELHARD 100ML,Engelhard,Thuốc,Thuốc hô hấp,00006137,93000.0,Chai,Siro,Chiết xuất cao khô lá thường xuân 17.5mg,Chai x 100ml,True,Long Chau,Prospan,True,1.0,1171,12,97.58,230921.25,29825,494700,"Nhà thuốc Minh Châu, Nhà thuốc Gia Hân, Nhà thuốc Hoa Sen, Nhà thuốc Long Châu, Nhà thuốc An Khang, Nhà thuốc Tâm Đức, Nhà thuốc Trung Sơn",01/05/2025,29/09/2025,"Cứ 20 lốc thưởng 5% bằng điểm, thêm; Chiết khấu thêm 5% cho đơn hàng từ 100 hộp trở lên","Khác, Thuốc ho & cảm lạnh",2,True,True,1.0
LC_00005663,OTRIVIN 0.05% NASAL DROPS GSK 10ML,OTRIVIN 0.05% NASAL DROPS GSK 10ML,Gsk,Thuốc,"Thuốc Mắt, Tai, Mũi, Họng",00005663,40500.0,Chai,Dung  dịch nhỏ mũi,Xylometazoline hydrochloride 0.05%,Chai x 10ml,True,Long Chau,Otrivin,True,1.0,416,5,83.2,350357.2,219191,468502,"Nhà thuốc Trung Sơn, Nhà thuốc Gia Hân, Nhà thuốc Long Châu, Nhà thuốc An Khang",09/06/2025,31/08/2025,Cứ 5 hộp tặng 2 hộp 2 vỉ (8.3%) hoặc cứ 10,Khác,1,True,True,1.0
LC_00005661,OTRIVIN 0.05% NASAL SPRAY HALEON 10ML,OTRIVIN 0.05% NASAL SPRAY HALEON 10ML,HALEON,Thuốc,"Thuốc Mắt, Tai, Mũi, Họng",00005661,50000.0,Chai,Dung dịch xịt mũi,Xylometazoline hydrochloride 0.05%,Chai x 10ml,True,Long Chau,Otrivin,True,1.0,416,5,83.2,350357.2,219191,468502,"Nhà thuốc Trung Sơn, Nhà thuốc Gia Hân, Nhà thuốc Long Châu, Nhà thuốc An Khang",09/06/2025,31/08/2025,Cứ 5 hộp tặng 2 hộp 2 vỉ (8.3%) hoặc cứ 10,Khác,1,True,True,1.0
LC_00005660,OTRIVIN 0.1% NASAL SPRAY HALEON 10ML,OTRIVIN 0.1% NASAL SPRAY HALEON 10ML,HALEON,Thuốc,"Thuốc Mắt, Tai, Mũi, Họng",00005660,52000.0,Chai,Dung dịch xịt mũi,Xylometazoline hydrochloride 0.1%,Chai x 10ml,True,Long Chau,Otrivin,True,1.0,416,5,83.2,350357.2,219191,468502,"Nhà thuốc Trung Sơn, Nhà thuốc Gia Hân, Nhà thuốc Long Châu, Nhà thuốc An Khang",09/06/2025,31/08/2025,Cứ 5 hộp tặng 2 hộp 2 vỉ (8.3%) hoặc cứ 10,Khác,1,True,True,1.0
