product_id,product_name,product_name_original,brand,category,subcategory,sku,price,price_unit,dosage_form,ingredients,specification,is_active,source_database,ai_extracted_product,has_ai_match,ai_match_confidence,total_quantity_purchased,purchase_frequency,avg_quantity_per_purchase,avg_purchase_price,min_purchase_price,max_purchase_price,pharmacies,first_purchase_date,last_purchase_date,promotion_programs,promotion_categories,promotion_count,has_purchase_data,has_promotion_data,data_completeness_score
LC_00502520,VIÊN XƯƠNG KHỚP TRIPLE STRENGTH GLUCOSAMINE 1500MG PHARMEKAL 60V,VIÊN XƯƠNG KHỚP TRIPLE STRENGTH GLUCOSAMINE 1500MG PHARMEKAL 60V,Pharmekal,Thực phẩm chức năng,Hỗ trợ điều trị,00502520,326000.0,Hộp,Viên nén,"Glucosamine Hydrochloride 1500mg, MSM 500mg, Collagen type I&III 400mg, Stearic acid , Magnesium stearate , Silicon Dioxyde , Croscamello Sodium , Chondroitin sulfate 100mg, Vitamin D3 400iu",Hộp 60 Viên,True,Long Chau,Glucosamine,True,1.0,270,4,67.5,336999.75,175318,481817,"Nhà thuốc Minh Châu, Nhà thuốc Tâm Đức, Nhà thuốc Phúc An, Nhà thuốc An Khang",02/01/2025,28/05/2025,"Tích điểm 5% + hỗ trợ POSM (poster,",Khác,1,True,True,1.0
LC_00500791,VIÊN UỐNG TĂNG ĐỀ KHÁNG MULTIVITAMIN +ZN +D3 ROYAL CARE 60V,VIÊN UỐNG TĂNG ĐỀ KHÁNG MULTIVITAMIN +ZN +D3 ROYAL CARE 60V,Royal Care,Thực phẩm chức năng,Vitamin & Khoáng chất,00500791,175000.0,Hộp,Viên nang cứng,"Vitamin B1 10mg, Vitamin C 200mg, Aquamin F 50mg, Kẽm Gluconat 35mg, Đông trùng hạ thảo 35mg, Magnesium oxide 30mg, Thái tử sâm 15mg, Vitamin E 15mg, Vitamin PP 10mg, Iron ferronyl 9mg, Vitamin H 200mcg, Vitamin B6 3mg, Vitamin B5 3mg, Mangan gluconat 1mg, Crom picolinat 0.1mg, Selen 2000ppm 1000mcg, Vitamin K 1000mcg, Vitamin B9 400mcg, Vitamin B12 5mcg, Vitamin A 500iu, Vitamin D3 400iu, Vitamin B2 3mg",Hộp 60 Viên,True,Long Chau,Multivitamin,True,1.0,1327,11,120.64,219462.55,35047,488203,"Nhà thuốc An Khang, Nhà thuốc Tâm Đức, Nhà thuốc Minh Châu, Nhà thuốc Phúc An, Nhà thuốc Gia Hân, Nhà thuốc Hoa Sen",04/05/2025,27/04/2025,"Chiết khấu theo bậc: >50 hộp 5%, >100 hộp",Khác,1,True,True,1.0
LC_00032918,VIÊN UỐNG BỔ XƯƠNG KHỚP GLUCOSAMINE AND CHONDROITIN JPANWELL 120V,VIÊN UỐNG BỔ XƯƠNG KHỚP GLUCOSAMINE AND CHONDROITIN JPANWELL 120V,Jpanwell,Thực phẩm chức năng,Hỗ trợ điều trị,00032918,960000.0,Hộp,Viên nang,"Canxi từ vỏ sò 200mg, Glucosamine 1600mg, Collagen 100mg, Chondroitin 31.6mg, Collagen type II 12mg, Hyaluronic acid 4mg, Vitamin B12 2.08mg, Vitamin B1 2.08mg, Elastin 2mg",Hộp 120 Viên,True,Long Chau,Glucosamine,True,1.0,270,4,67.5,336999.75,175318,481817,"Nhà thuốc Minh Châu, Nhà thuốc Tâm Đức, Nhà thuốc Phúc An, Nhà thuốc An Khang",02/01/2025,28/05/2025,"Tích điểm 5% + hỗ trợ POSM (poster,",Khác,1,True,True,1.0
LC_00030788,VIÊN UỐNG BỔ KHỚP VITATREE GLUCOSAMINE 1500 PLUS SHARK CARTILAGE 100V,VIÊN UỐNG BỔ KHỚP VITATREE GLUCOSAMINE 1500 PLUS SHARK CARTILAGE 100V,Vitatree,Thực phẩm chức năng,Hỗ trợ điều trị,00030788,643000.0,Hộp,Viên nén,"bột sụn vi cá mập 250mg, Glucosamine Hydrochloride 1500mg",Hộp 100 viên,True,Long Chau,Glucosamine,True,1.0,270,4,67.5,336999.75,175318,481817,"Nhà thuốc Minh Châu, Nhà thuốc Tâm Đức, Nhà thuốc Phúc An, Nhà thuốc An Khang",02/01/2025,28/05/2025,"Tích điểm 5% + hỗ trợ POSM (poster,",Khác,1,True,True,1.0
LC_00502062,NƯỚC UỐNG COLLAGEN JPANWELL HANA COLLA Q10 10 CHAI X 50ML,NƯỚC UỐNG COLLAGEN JPANWELL HANA COLLA Q10 10 CHAI X 50ML,Jpanwell,Thực phẩm chức năng,Hỗ trợ làm đẹp,00502062,970000.0,Hộp,Dung dịch uống,"Bột chiết xuất hoa Anh đào 50mg, Coenzym Q10 200mg, N-Acetylglucosamine 300mg, Vitamin C 300mg, Peptide collagen cá 5000mg",Hộp 10 Chai x 50ml,True,Long Chau,Collagen,True,1.0,1635,16,102.19,240264.94,47059,491883,"Nhà thuốc Gia Hân, Nhà thuốc Tâm Đức, Nhà thuốc Trung Sơn, Nhà thuốc An Khang, Nhà thuốc Phúc An, Nhà thuốc Long Châu, Nhà thuốc Minh Châu, Nhà thuốc Hoa Sen",03/05/2025,26/03/2025,Mua 10 tặng 2 + đào tạo kiến thức sản phẩm; Cứ 7 tặng 1 cùng loại (14%) hoặc tích điểm,Khác,2,True,True,1.0
LC_00028829,VITAMIN D3+ DHA HATRO 20ML,VITAMIN D3+ DHA HATRO 20ML,Hatro,Thực phẩm chức năng,Vitamin & Khoáng chất,00028829,320000.0,Hộp,Dung dịch,"Vitamin D3 400iu, Dầu cá 400mg, Vitamin E 5iu",Hộp x 20ml,True,Long Chau,DHA,True,1.0,571,6,95.17,260824.17,130615,482228,"Nhà thuốc Tâm Đức, Nhà thuốc Phúc An, Nhà thuốc Long Châu, Nhà thuốc An Khang",07/09/2025,21/08/2025,"Cứ 2 hộp tặng 5 hộp DHA 1 vỉ (26.3%), tối đa",Khác,1,True,True,1.0
LC_00029661,MORNINGKIDS MULTIVITAMIN 150ML,MORNINGKIDS MULTIVITAMIN 150ML,Morningkids,Thực phẩm chức năng,Vitamin & Khoáng chất,00029661,275000.0,Chai,Siro,"Hạt Methi 30mg, Vitamin B3 15.3mg, Canxi 25mg, Magie 9mg, Vitamin E 11mg, Vitamin B5 3.7mg, Vitamin B6 1.3mg, Vitamin B1 1.18mg, Vitamin B2 1.4mg, Sắt 2mg, Vitamin B8 100Mcg, Vitamin A 50Mcg, Vitamin B12 14Mcg, Vitamin D 2Mcg, Kẽm 5mg, Vitamin B9 , Vitamin C ",Chai x 150ml,True,Long Chau,Multivitamin,True,1.0,1327,11,120.64,219462.55,35047,488203,"Nhà thuốc An Khang, Nhà thuốc Tâm Đức, Nhà thuốc Minh Châu, Nhà thuốc Phúc An, Nhà thuốc Gia Hân, Nhà thuốc Hoa Sen",04/05/2025,27/04/2025,"Chiết khấu theo bậc: >50 hộp 5%, >100 hộp",Khác,1,True,True,1.0
LC_00045382,VIÊN UỐNG HỖ TRỢ LÀM ĐẸP VÀ GIẢM LÃO HÓA DA OMEXXEL COLLAGEN 3X10,VIÊN UỐNG HỖ TRỢ LÀM ĐẸP VÀ GIẢM LÃO HÓA DA OMEXXEL COLLAGEN 3X10,OMEXXEL,Thực phẩm chức năng,Hỗ trợ làm đẹp,00045382,380000.0,Hộp,Viên nang mềm,"Collagen 1000mg, DẦU CÁ BIỂN 1000mg",Hộp 3 Vỉ x 10 Viên,True,Long Chau,Collagen,True,1.0,1635,16,102.19,240264.94,47059,491883,"Nhà thuốc Gia Hân, Nhà thuốc Tâm Đức, Nhà thuốc Trung Sơn, Nhà thuốc An Khang, Nhà thuốc Phúc An, Nhà thuốc Long Châu, Nhà thuốc Minh Châu, Nhà thuốc Hoa Sen",03/05/2025,26/03/2025,Mua 10 tặng 2 + đào tạo kiến thức sản phẩm; Cứ 7 tặng 1 cùng loại (14%) hoặc tích điểm,Khác,2,True,True,1.0
LC_00040296,VIÊN UỐNG BỔ SUNG DHA CHO PHỤ NỮ MANG THAI PROMUM DHA ALG 3X10,VIÊN UỐNG BỔ SUNG DHA CHO PHỤ NỮ MANG THAI PROMUM DHA ALG 3X10,proMUM,Thực phẩm chức năng,Vitamin & Khoáng chất,00040296,499000.0,Hộp,Viên nang mềm,"Dầu tảo Schizochytrium sp 1000mg, Vitamin E 6mg",Hộp 3 Vỉ x 10 Viên,True,Long Chau,DHA,True,1.0,571,6,95.17,260824.17,130615,482228,"Nhà thuốc Tâm Đức, Nhà thuốc Phúc An, Nhà thuốc Long Châu, Nhà thuốc An Khang",07/09/2025,21/08/2025,"Cứ 2 hộp tặng 5 hộp DHA 1 vỉ (26.3%), tối đa",Khác,1,True,True,1.0
LC_00345339,COLLAGEN WITH VITAMIN C NATURES BOUNTY 90V,COLLAGEN WITH VITAMIN C NATURES BOUNTY 90V,Nature's Bounty,Thực phẩm chức năng,Hỗ trợ làm đẹp,00345339,550000.0,Hộp,Viên nén,"Collagen 1000mg, Vitamin C 10mg, Sodium 6.25mg, L-ornithine hydrochloride 15mg",Hộp 90 Viên,True,Long Chau,Collagen,True,1.0,1635,16,102.19,240264.94,47059,491883,"Nhà thuốc Gia Hân, Nhà thuốc Tâm Đức, Nhà thuốc Trung Sơn, Nhà thuốc An Khang, Nhà thuốc Phúc An, Nhà thuốc Long Châu, Nhà thuốc Minh Châu, Nhà thuốc Hoa Sen",03/05/2025,26/03/2025,Mua 10 tặng 2 + đào tạo kiến thức sản phẩm; Cứ 7 tặng 1 cùng loại (14%) hoặc tích điểm,Khác,2,True,True,1.0
LC_00047402,ENTEROGERMINA GUT DEFENSE SANOFI 2X10 ỐNG,ENTEROGERMINA GUT DEFENSE SANOFI 2X10 ỐNG,Sanofi,Thực phẩm chức năng,Hỗ trợ tiêu hóa,00047402,194000.0,Hộp,Hỗn dịch uống,Bacillus clausii 2x10^9cfu,Hộp 2 Vỉ x 10 Ống,True,Long Chau,Enterogermina,True,1.0,416,4,104.0,231011.75,57439,470542,"Nhà thuốc Phúc An, Nhà thuốc An Khang, Nhà thuốc Hoa Sen, Nhà thuốc Minh Châu",05/09/2025,26/01/2025,"Cứ 2 tặng 1 (50%), được cộng hưởng cùng",Khác,1,True,True,1.0
LC_00503050,BOGANIC PREMIUM TRAPHACO 30V,BOGANIC PREMIUM TRAPHACO 30V,Traphaco,Thực phẩm chức năng,Cải thiện tăng cường chức năng,00503050,280000.0,Hộp,Viên nang mềm,"Glutathione 150mg, Cao Boganic GACP 100mg, Silymarin 50mg, Riboflavin 4mg, Selen 20mcg",Hộp 1 Lọ x 30 Viên,True,Long Chau,Boganic,True,1.0,80,2,40.0,290460.0,190272,390648,"Nhà thuốc Minh Châu, Nhà thuốc Hoa Sen",27/07/2025,29/04/2025,Mua 10 tặng 2 + đào tạo kiến thức sản phẩm,Khác,1,True,True,1.0
LC_00020443,XỊT HỌNG THẢO DƯỢC EUGICA 10ML,XỊT HỌNG THẢO DƯỢC EUGICA 10ML,MEGA We care,Thực phẩm chức năng,Hỗ trợ điều trị,00020443,60000.0,Chai,Dung dịch,"Rễ Cam Thảo 30.59mg, Tinh dầu bạc hà 80.2mg, Cúc la mã 134.67mg, Mật ong 200.5mg, Eucalyptol 8.49mg, Keo ong xanh Brazil 3.01mg, Tá dược vừa đủ , Nha đam 1mg",Chai x 10ml,True,Long Chau,Eugica,True,1.0,580,5,116.0,272424.0,60456,418014,"Nhà thuốc Hoa Sen, Nhà thuốc An Khang, Nhà thuốc Long Châu",04/05/2025,21/08/2025,Cứ 3 tặng 1 cùng loại (33%),Khác,1,True,True,1.0
LC_00503903,MEN VI SINH PROBIOTICS BIFINA BABY 30 GÓI,MEN VI SINH PROBIOTICS BIFINA BABY 30 GÓI,BIFINA,Thực phẩm chức năng,Hỗ trợ tiêu hóa,00503903,421000.0,Hộp,Dạng bột,Bifidobacterium Breve 10^9cfu,Hộp 30 Gói,True,Long Chau,Probiotics,True,1.0,560,6,93.33,183833.67,25322,400659,"Nhà thuốc Minh Châu, Nhà thuốc Hoa Sen, Nhà thuốc Phúc An, Nhà thuốc Trung Sơn",02/01/2025,28/04/2025,,,0,True,False,0.8
LC_00033661,METHORPHAN TRAPHACO 100ML,METHORPHAN TRAPHACO 100ML,Traphaco,Thực phẩm chức năng,Hỗ trợ điều trị,00033661,46000.0,Hộp,Siro,"Cao lá thường xuân 30mg, Keo Ong 25mg, Marshmallow 25mg",Hộp x 100ml,True,Long Chau,Methorphan,True,1.0,676,6,112.67,134966.67,44702,267579,"Nhà thuốc Gia Hân, Nhà thuốc An Khang, Nhà thuốc Phúc An, Nhà thuốc Hoa Sen",01/08/2025,30/01/2025,Cứ 3 tặng 1 cùng loại (33%),Khác,1,True,True,1.0
LC_00032135,EUGICA COLD FLU MEGA 10 GÓI,EUGICA COLD FLU MEGA 10 GÓI,MEGA We care,Thực phẩm chức năng,Hỗ trợ điều trị,00032135,69000.0,Hộp,Cốm,"Tiêu Lốt 10mg, Tiêu đen 10mg, Thì là 5mg, Tomato (Solanum Lycopersicum) Extract 5mg, Gừng 5mg, Riềng 4mg, Ngò rí 3mg, chiết xuất carum 3mg, Vàng Đắng 3mg, Cang mai 2mg, Cam thảo 2mg",Hộp 10 Gói x 40g,True,Long Chau,Eugica,True,1.0,580,5,116.0,272424.0,60456,418014,"Nhà thuốc Hoa Sen, Nhà thuốc An Khang, Nhà thuốc Long Châu",04/05/2025,21/08/2025,Cứ 3 tặng 1 cùng loại (33%),Khác,1,True,True,1.0
LC_00503328,"KEM DƯỠNG DA TAY REIHAKU HATOMUGI HAND CREAM DƯỠNG ẨM, CHỐNG NHĂN 65G","KEM DƯỠNG DA TAY REIHAKU HATOMUGI HAND CREAM DƯỠNG ẨM, CHỐNG NHĂN 65G",HATOMUGI,Dược mỹ phẩm,Chăm sóc cơ thể,00503328,100000.0,Tuýp,Dạng kem,"Fragrance , Phenoxyethanol , Ethylparaben , Methylparaben , Tetrasodium EDTA , Sodium hydroxide , Sodium hyaluronate , Coix Lacryma-Jobi Ma-Yuen Seed Extract , Acrylates/C10-C30 Alkyl Acrylate Crosspolymer , Steareth-6 , Butylene glycol , Squalane , Glycerin , PEG-150 Distearate , Paraffinum Liquidum , Aqua/ Water ",Tuýp x 65g,True,Long Chau,Hand Sanitizer,True,1.0,811,6,135.17,248690.0,36331,485615,"Nhà thuốc Phúc An, Nhà thuốc Gia Hân, Nhà thuốc An Khang, Nhà thuốc Long Châu",05/02/2025,28/08/2025,,,0,True,False,0.8
LC_00502571,CANESTEN CREAM 1% BAYER 5G,CANESTEN CREAM 1% BAYER 5G,Bayer,Thuốc,Thuốc da liễu,00502571,22000.0,Hộp,Kem,Clotrimazol 10mg,Hộp x 5g,True,Long Chau,Canesten,True,1.0,796,7,113.71,242871.57,59449,456917,"Nhà thuốc Trung Sơn, Nhà thuốc Tâm Đức, Nhà thuốc Long Châu, Nhà thuốc Gia Hân, Nhà thuốc Hoa Sen",02/02/2025,16/09/2025,Mua 1 hoặc cả 2 loại: Mức 1: Cứ 3 tặng 1,Khác,1,True,True,1.0
LC_00032865,PARACETAMOL STADA 500MG 10X10,PARACETAMOL STADA 500MG 10X10,Stada,Thuốc,"Thuốc giảm đau, hạ sốt, kháng viêm",00032865,500.0,Viên,Viên nén bao phim,Paracetamol 500mg,Hộp 10 Vỉ x 10 Viên,True,Long Chau,Paracetamol,True,1.0,471,6,78.5,223694.0,56686,422312,"Nhà thuốc Hoa Sen, Nhà thuốc Tâm Đức, Nhà thuốc Long Châu, Nhà thuốc Phúc An",02/05/2025,16/05/2025,"Cứ 2 hộp tặng 5 hộp Paracetamol 1 vỉ; Mua 10 tặng 1 hộp, áp dụng cho đơn hàng từ 2 triệu trở lên","Khác, Thuốc giảm đau - hạ sốt",2,True,True,1.0
LC_00016534,GAVISCON DUAL ACTION 24 GÓI X 10ML,GAVISCON DUAL ACTION 24 GÓI X 10ML,Reckitt Benckiser,Thuốc,Thuốc tiêu hoá & gan mật,00016534,10000.0,Gói,Hỗn dịch uống,"Alginic acid 500mg, Sodium bicarbonate 213mg, Calcium Carbonate 325mg",Hộp 24 Gói x 240ml,True,Long Chau,Gaviscon,True,1.0,1017,9,113.0,264422.44,75917,431963,"Nhà thuốc Hoa Sen, Nhà thuốc Phúc An, Nhà thuốc Tâm Đức, Nhà thuốc Long Châu, Nhà thuốc Gia Hân, Nhà thuốc Trung Sơn",03/08/2025,25/01/2025,Cứ 7 tặng 1 cùng loại (14%) hoặc tích điểm,Khác,1,True,True,1.0
LC_00030246,VIÊN NGẬM STREPSILS MAXPRO 2X8,VIÊN NGẬM STREPSILS MAXPRO 2X8,Reckitt Benckiser,Thuốc,Thuốc hô hấp,00030246,44000.0,Hộp,Viên ngậm,Flurbiprofen 8.75mg,Hộp 2 Vỉ x 8 Viên,True,Long Chau,Strepsils,True,1.0,1064,10,106.4,286963.1,23201,477556,"Nhà thuốc Hoa Sen, Nhà thuốc Gia Hân, Nhà thuốc Long Châu, Nhà thuốc An Khang, Nhà thuốc Phúc An",06/02/2025,29/08/2025,"Cứ 20 lốc thưởng 5% bằng điểm, thêm",Khác,1,True,True,1.0
LC_00014017,VIÊN NGẬM STREPSILS THROAT AND COUGH 2X12,VIÊN NGẬM STREPSILS THROAT AND COUGH 2X12,Reckitt Benckiser,Thuốc,Thuốc hô hấp,00014017,55000.0,Hộp,Viên nén ngậm,Ambroxol 15mg,Hộp 2 Vỉ x 12 Viên,True,Long Chau,Strepsils,True,1.0,1064,10,106.4,286963.1,23201,477556,"Nhà thuốc Hoa Sen, Nhà thuốc Gia Hân, Nhà thuốc Long Châu, Nhà thuốc An Khang, Nhà thuốc Phúc An",06/02/2025,29/08/2025,"Cứ 20 lốc thưởng 5% bằng điểm, thêm",Khác,1,True,True,1.0
LC_00040386,SMECTA ORANGE & VANILLA IPSEN 10 GÓI,SMECTA ORANGE & VANILLA IPSEN 10 GÓI,Ipsen,Thuốc,Thuốc tiêu hoá & gan mật,00040386,50000.0,Hộp,Bột pha hỗn dịch uống,Diosmectite 3g,Hộp 10 Gói,True,Long Chau,Smecta,True,1.0,261,4,65.25,377001.75,316709,468432,"Nhà thuốc Long Châu, Nhà thuốc Trung Sơn, Nhà thuốc Tâm Đức",05/02/2025,29/05/2025,Cứ 3 tặng 1 cùng loại (33%),Khác,1,True,True,1.0
LC_00010253,EUGICA XANH DHG 10X10,EUGICA XANH DHG 10X10,MEGA We care,Thuốc,Thuốc hô hấp,00010253,730.0,Viên,Viên nang mềm,"Eucalyptol 100mg, Tinh dầu tần 0.18mg, Tinh dầu gừng 0.5mg, Menthol natural 0.5mg",Hộp 10 Vỉ x 10 Viên,True,Long Chau,Eugica,True,1.0,580,5,116.0,272424.0,60456,418014,"Nhà thuốc Hoa Sen, Nhà thuốc An Khang, Nhà thuốc Long Châu",04/05/2025,21/08/2025,Cứ 3 tặng 1 cùng loại (33%),Khác,1,True,True,1.0
