count,sku,name,web_name,slug,price,price_unit,currency_symbol,image_url,ingredients,dosage_form,brand,specification,category_names,category_slugs,is_active,is_publish,search_scoring,product_ranking,link,category,skip_count
11,00045364,VIÊN UỐNG BỔ SUNG OMEGA 3-6-9 PREMIUM OMEXXEL 100V,Viên uống Omexxel 3-6-9 Premium hỗ trợ tốt cho não và mắt (100 viên),thuc-pham-chuc-nang/vien-uong-bo-sung-omega-3-6-9-premium-omexxel-100-v.html,453000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_09384_b9a30a1717.jpg,"Omega 3 400mg, Omega 6 400mg, Omega 9 400mg, Tinh dầu tỏi 2mg, Vitamin A 300mcg, Vitamin E 3mg",Viên nang mềm,OMEXXEL,Hộp 100 Viên,Thực phẩm chức năng | Vitamin & Khoáng chất,thuc-pham-chuc-nang | thuc-pham-chuc-nang/vitamin-khoang-chat,True,True,110,0,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/vien-uong-bo-sung-omega-3-6-9-premium-omexxel-100-v.html,thuc-pham-chuc-nang,0
12,00045177,VIÊN UỐNG HỖ TRỢ THỊ LỰC SKILLMAX OCAVILL 2X15,"Viên uống SkillMax Ocavill hỗ trợ tăng cường thị lực, cải thiện các triệu chứng khô mắt, mỏi mắt (2 vỉ x 15 viên)",thuc-pham-chuc-nang/vien-uong-ho-tro-thi-luc-skillmax-ocavill-2-x15.html,670000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_08597_11fd7bb1fe.jpg,"Dầu nhuyễn thể 1000mg, Lutein 10mg, Zeaxanthin 2mg, Vitamin A 0.04mg, Eicosapentaenoic acid 120mg, Astaxanthin 0.2mg, Phospholipids 440mg",Viên nang mềm,OCAVILL,Hộp 2 Vỉ x 15 Viên,"Thực phẩm chức năng | Cải thiện tăng cường chức năng | Bổ mắt, bảo vệ mắt",thuc-pham-chuc-nang | thuc-pham-chuc-nang/cai-thien-tang-cuong-chuc-nang | thuc-pham-chuc-nang/bao-ve-mat,True,True,110,0,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/vien-uong-ho-tro-thi-luc-skillmax-ocavill-2-x15.html,thuc-pham-chuc-nang,0
13,00044006,VIÊN UỐNG TĂNG TUẦN HOÀN MÁU NÃO PIKOLIN OCAVILL 2X15,"Viên uống Pikolin Ocavill hỗ trợ tăng tuần hoàn máu não, giảm hình thành cục máu đông (2 vỉ x 15 viên)",thuc-pham-chuc-nang/vien-uong-tang-tuan-hoan-mau-nao-pikolin-ocavill-2-x15.html,615000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_08507_dda074fe01.png,"Acid folic 200mcg, Vitamin B6 1.6mg, Vitamin B1 1.4mg, Coenzyme Q10 20mg, Dầu gan cá tuyết 200mg, Melatonin 1mg, Citicoline 100mg, Nattokinase 1000, Bạch quả 120mg",Viên nang mềm,OCAVILL,Hộp 2 Vỉ x 15 Viên,Thực phẩm chức năng | Thần kinh não | Tuần hoàn máu,thuc-pham-chuc-nang | thuc-pham-chuc-nang/than-kinh-nao | thuc-pham-chuc-nang/tuan-hoan-mau,True,True,110,0,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/vien-uong-tang-tuan-hoan-mau-nao-pikolin-ocavill-2-x15.html,thuc-pham-chuc-nang,0
14,00043230,VIÊN NHAI HỖ TRỢ SỰ PHÁT TRIỂN XƯƠNG CHO TRẺ EM BORNE MINERAL NEW NORDIC 120V,"Viên nhai Borne Mineral New Nordic hỗ trợ phát triển xương, giúp tăng chiều cao, tăng đề kháng (120 viên)",thuc-pham-chuc-nang/vien-nhai-ho-tro-su-phat-trien-xuong-cho-tre-em-borne-mineral-new-nordic-120-v.html,635000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_08913_afa4db8279.jpg,"Canxi 300mg, Magie 90mg, Vitamin D3 0.005mg",Viên nén nhai,NEW NORDIC,Hộp 120 Viên,Thực phẩm chức năng | Hỗ trợ điều trị | Cơ xương khớp,thuc-pham-chuc-nang | thuc-pham-chuc-nang/ho-tro-dieu-tri | thuc-pham-chuc-nang/xuong-khop,True,True,110,0,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/vien-nhai-ho-tro-su-phat-trien-xuong-cho-tre-em-borne-mineral-new-nordic-120-v.html,thuc-pham-chuc-nang,0
15,00040747,"VIÊN UỐNG BỔ SUNG CANXI, GIẢM NGUY CƠ LOÃNG XƯƠNG CALCIUM PREMIUM JPANWELL 120V","Thực phẩm bảo vệ sức khỏe Calcium Premium JpanWell bổ sung canxi, giảm nguy cơ loãng xương (120 viên)",thuc-pham-chuc-nang/vien-uong-bo-sung-canxi-giam-nguy-co-loang-xuong-calcium-premium-jpanwell-120-v.html,920000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_09985_6ae3f52230.jpg,"Canxi từ vỏ sò 1680mg, Chất xơ hòa tan 40mg, Vi khuẩn acid lactic 20mg, Magie 16mg, Sắt 4mg, Vitamin B2 2.4mg, Vitamin B1 2mg, Vitamin D3 0.06mg, Vitamin K2 0.04mg",Viên nang cứng,Jpanwell,Hộp 120 Viên,Thực phẩm chức năng | Hỗ trợ điều trị | Cơ xương khớp,thuc-pham-chuc-nang | thuc-pham-chuc-nang/ho-tro-dieu-tri | thuc-pham-chuc-nang/xuong-khop,True,True,110,0,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/vien-uong-bo-sung-canxi-giam-nguy-co-loang-xuong-calcium-premium-jpanwell-120-v.html,thuc-pham-chuc-nang,0
16,00040073,VIÊN UỐNG HÕ TRỢ PHỤ NỮ MANG THAI VÀ PHỤ NỮ CHO CON BÚ BRAUER ULTRA PURE DHA FOR PREGNANCY & BREASTFEEDING 60V,Viên uống hỗ trợ phụ nữ mang thai và phụ nữ cho con bú Brauer Ultra Pure Dha For Pregnancy & Breastfeeding (60 viên),thuc-pham-chuc-nang/vien-uong-ho-tro-phu-nu-mang-thai-va-phu-nu-cho-con-bu-brauer-ultra-pure-dha-for-pregnancy-and-breastfeeding-60-v.html,550000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_09544_d2a3970fcb.jpg,"Omega-3 triglycerides từ dầu cá cô đặc 638.3mg, Kẽm glycinat 17.7mg, Chiết xuất hoa cúc vạn thọ 6.86mg, Lutein 515mcg, Colecalciferol 5mcg",Viên nang mềm,Brauer,Hộp 60 Viên,Thực phẩm chức năng | Vitamin & Khoáng chất,thuc-pham-chuc-nang | thuc-pham-chuc-nang/vitamin-khoang-chat,True,True,110,0,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/vien-uong-ho-tro-phu-nu-mang-thai-va-phu-nu-cho-con-bu-brauer-ultra-pure-dha-for-pregnancy-and-breastfeeding-60-v.html,thuc-pham-chuc-nang,0
17,00039928,VIÊN SỦI KUDOS KIDS MULTIVITAMINS PLUS CALCIUM & D3 HƯƠNG DƯA HẤU 20V,Viên sủi Kudos Kids Multivitamins Plus Calcium & D3 hương dưa hấu giúp bổ sung calci và vitamin cho cơ thể (20 viên),thuc-pham-chuc-nang/vien-sui-kudos-kids-multivitamins-plus-calcium-and-d3-huong-dua-hau-20-v.html,159000.0,Tuýp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_09365_33ea32b9d1.jpg,"Calci carbonat 200mg, Vitamin C 80mg, Niacin 15mg ne, Vitamin E 12mg α-te, Acid pantothenic 6mg, Vitamin B6 1.4mg, Vitamin B2 1.4mg, Vitamin B1 1.1mg, Vitamin A 500mcg re, Acid folic 200mcg, Biotin 50mcg, Vitamin D3 5mcg, Vitamin B12 2.5mcg",Viên sủi,KUDOS,Tuýp 20 Viên,Thực phẩm chức năng | Vitamin & Khoáng chất,thuc-pham-chuc-nang | thuc-pham-chuc-nang/vitamin-khoang-chat,True,True,110,0,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/vien-sui-kudos-kids-multivitamins-plus-calcium-and-d3-huong-dua-hau-20-v.html,thuc-pham-chuc-nang,0
18,00039927,VIÊN SỦI KUDOS DAILY VITAMINS PLUS BIOTIN & GINSENG HƯƠNG CAM 20V,Viên sủi Kudos Daily Vitamins Plus Biotin & Ginseng hương cam giúp bổ sung vitamin cho cơ thể (20 viên),thuc-pham-chuc-nang/vien-sui-kudos-daily-vitamins-plus-biotin-and-ginseng-huong-cam-20-v.html,139000.0,Tuýp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_09335_24b9811179.jpg,"Vitamin C 100mg, Chiết xuất nhân sâm 50mg, Niacin 16mg ne, Vitamin E 12mg α-te, Acid pantothenic 6mg, Vitamin B2 1.4mg, Vitamin B6 1.4mg, Vitamin B1 1.1mg, Vitamin A 800mcg re, Acid folic 200mcg, Biotin 148mcg, Vitamin D3 5mcg, Vitamin B12 5mcg",Viên sủi,KUDOS,Tuýp 20 Viên,Thực phẩm chức năng | Vitamin & Khoáng chất,thuc-pham-chuc-nang | thuc-pham-chuc-nang/vitamin-khoang-chat,True,True,110,0,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/vien-sui-kudos-daily-vitamins-plus-biotin-and-ginseng-huong-cam-20-v.html,thuc-pham-chuc-nang,0
19,00039925,VIÊN SỦI KUDOS VITAMIN C 1000 MG HƯƠNG CHANH 20V,Viên sủi Kudos Vitamin C 1000mg hương chanh giúp bổ sung vitamin C cho cơ thể (20 viên),thuc-pham-chuc-nang/vien-sui-kudos-vitamin-c-1000-mg-huong-chanh-20-v.html,126000.0,Tuýp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_09324_db795e136a.jpg,Vitamin C 1000mg,Viên sủi,KUDOS,Tuýp 20 Viên,Thực phẩm chức năng | Vitamin & Khoáng chất,thuc-pham-chuc-nang | thuc-pham-chuc-nang/vitamin-khoang-chat,True,True,110,0,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/vien-sui-kudos-vitamin-c-1000-mg-huong-chanh-20-v.html,thuc-pham-chuc-nang,0
20,00039601,SIRO BỔ SUNG LỢI KHUẨN CHO BÉ BRAUER BABY & CHILD IMMUNE DEFENCE PROBIOTIC LIQUID 45ML,Siro Immune Defence Probiotic Liquid Brauer giúp tăng cường sức đề kháng và tốt cho đường ruột (45ml),thuc-pham-chuc-nang/siro-bo-sung-loi-khuan-cho-be-brauer-baby-and-child-immune-defence-probiotic-liquid-45-ml.html,550000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_08363_4cc0bfe6e0.jpg,"bifidobacterium longum BB536 0.5tỷ cfu, bifidobacterium breve M-16V 0.5tỷ cfu, bifidobacterium infantis M-63 0.5tỷ cfu, Acid citric , Chất nhũ hoá , Chất chống đông vón , Chất chống oxy hóa ",Siro,Brauer,Hộp x 45ml,"Thực phẩm chức năng | Cải thiện tăng cường chức năng | Tăng sức đề kháng, miễn dịch",thuc-pham-chuc-nang | thuc-pham-chuc-nang/cai-thien-tang-cuong-chuc-nang | thuc-pham-chuc-nang/ho-tro-mien-dich-tang-suc-de-khang,True,True,110,0,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/siro-bo-sung-loi-khuan-cho-be-brauer-baby-and-child-immune-defence-probiotic-liquid-45-ml.html,thuc-pham-chuc-nang,0
21,00039538,"VIÊN SỦI KUDOS BONE HEALTH CALCIUM, D3 & VITAMIN K2 HƯƠNG CAM 20V","Viên sủi Kudos Bone hương cam bổ sung canxi, vitamin K2, vitamin D3 cho cơ thể (20 viên)",thuc-pham-chuc-nang/vien-sui-kudos-bone-health-calcium-d3-and-vitamin-k2-huong-cam-20-v.html,126000.0,Tuýp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_09344_b38a024079.jpg,"Calci carbonat 500mg, Vitamin K2 19mcg, Cholecalciferol (Vitamin D3) 5mcg",Viên sủi,KUDOS,Tuýp 20 Viên,Thực phẩm chức năng | Vitamin & Khoáng chất,thuc-pham-chuc-nang | thuc-pham-chuc-nang/vitamin-khoang-chat,True,True,110,0,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/vien-sui-kudos-bone-health-calcium-d3-and-vitamin-k2-huong-cam-20-v.html,thuc-pham-chuc-nang,0
22,00038874,"VIÊN UỐNG CẢI THIỆN DA, MÓNG, TÓC BIO HAIR, NAIL & SKIN ROYAL CARE 30V ","Thực phẩm bảo vệ sức khỏe Royal Care Bio Hair, Nail & Skin hỗ trợ cải thiện sạm da, khô da, móng tóc chắc khoẻ (30 viên)",thuc-pham-chuc-nang/vien-uong-cai-thien-da-mong-toc-bio-hair-nail-and-skin-royal-care-30v.html,160000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/1_a2daaedb7c.jpg,"L-Cystine 200mg, MSM 75mg, Kẽm Gluconat 45mg, L-Glutathione 30mg, myo-inositol 30mg, Vitamin B5 30mg, Chiết xuất Cây cọ lùn (Saw Palmetto) 20mg, DL-Methionine 20mg, Biotin 13mg, Magnesium gluconate 10mg, Ferronyl iron 7.5mg, Silic Dioxit 5mg, Đồng gluconat 500mcg",Viên nang,Royal Care,Hộp 30 Viên,Thực phẩm chức năng | Hỗ trợ làm đẹp,thuc-pham-chuc-nang | thuc-pham-chuc-nang/lam-dep,True,True,110,0,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/vien-uong-cai-thien-da-mong-toc-bio-hair-nail-and-skin-royal-care-30v.html,thuc-pham-chuc-nang,0
23,00503276,VIÊN UỐNG HỖ TRỢ TĂNG CƯỜNG TUẦN HOÀN NÃO NATTO GOLD 3000FU ROYAL CARE 60V,"Viên uống Natto Gold 3000FU Royal Care hỗ trợ hoạt huyết, tăng cường tuần hoàn não (60 viên)",thuc-pham-chuc-nang/vien-uong-ho-tro-tang-cuong-tuan-hoan-nao-natto-gold-3000fu-royal-care-60v-37579.html,295000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/00503276_vien_uong_ho_tro_tang_cuong_tuan_hoan_nao_natto_gold_3000fu_royal_care_60v_8247_63ed_large_1d74618cb5.jpg,"Coenzyme Q10 200mcg, Acid folic 800mcg, Vitamin B1 2mg, Kẽm Gluconat 2.5mg, Rutin 20mg, DHA 10% 20mg, Sữa ong chúa 20mg, Sắt fumarate 30mg, Đinh lăng 30mg, Rau đắng biển 45mg, Magnesi oxyd 100mg, Men gạo đỏ 100mg, Cao giảo cổ lam 100mg, Bạch quả 240mg, Nattokinase 3000",Viên nang cứng,Royal Care,Hộp 60 Viên,Thực phẩm chức năng | Thần kinh não,thuc-pham-chuc-nang | thuc-pham-chuc-nang/than-kinh-nao,True,True,110,0,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/vien-uong-ho-tro-tang-cuong-tuan-hoan-nao-natto-gold-3000fu-royal-care-60v-37579.html,thuc-pham-chuc-nang,0
